v_p_id,v_upvote,v_date
822,false,2016-02-08 04:54:15
823,true,2015-10-30 12:04:46
824,true,2016-02-15 22:33:39
825,true,2015-11-20 12:24:11
826,false,2015-03-14 18:47:49
827,false,2015-04-25 17:56:59
828,false,2016-03-28 11:49:38
829,false,2015-08-01 04:29:27
830,true,2016-03-17 07:20:10
831,false,2015-06-24 04:58:59
832,false,2015-12-03 00:32:13
833,true,2015-07-11 23:39:18
834,true,2016-03-20 16:16:17
835,true,2016-03-07 00:12:08
836,false,2016-01-09 01:43:00
837,false,2015-05-16 07:59:11
838,false,2015-12-15 05:58:44
839,false,2015-05-24 12:45:14
840,true,2015-07-05 20:14:26
841,false,2015-09-23 07:01:55
842,false,2015-07-03 16:12:05
843,false,2015-07-23 00:42:10
844,false,2015-09-11 03:52:17
845,true,2016-03-17 13:00:39
846,true,2015-03-03 06:21:22
847,true,2015-11-16 18:17:14
848,false,2015-06-12 17:20:49
849,false,2015-12-13 11:21:46
850,true,2015-10-01 20:48:43
851,true,2015-12-22 08:51:55
852,false,2015-11-26 16:35:19
853,false,2016-03-10 04:14:31
854,true,2015-08-26 05:31:20
855,true,2015-06-11 11:01:44
856,false,2016-01-03 09:41:18
857,false,2015-09-01 04:00:38
858,true,2015-08-20 13:39:10
859,false,2015-09-17 07:01:45
860,true,2015-12-19 09:24:17
861,false,2016-02-10 16:52:22
862,false,2015-10-19 03:26:24
863,true,2015-07-23 05:58:17
864,true,2015-05-15 07:20:43
865,false,2015-07-28 18:18:56
866,false,2015-04-06 21:11:43
867,false,2016-02-27 14:13:37
868,false,2015-08-10 10:02:03
869,true,2015-09-08 00:48:07
870,false,2015-12-18 09:23:07
871,true,2016-02-08 18:43:31
872,false,2016-01-15 21:11:43
873,true,2015-09-25 05:53:13
874,false,2015-06-07 14:03:22
875,true,2015-07-17 09:58:04
876,true,2015-04-22 01:45:36
877,false,2015-04-20 06:04:45
878,true,2016-03-23 18:42:35
879,false,2016-02-21 01:07:53
880,true,2015-11-22 06:39:40
881,true,2015-08-31 08:17:48
882,false,2015-03-12 03:23:36
883,false,2016-01-11 03:23:39
884,true,2015-03-13 00:57:59
885,true,2015-11-15 12:26:30
886,false,2016-02-12 17:36:35
887,true,2015-08-31 18:15:35
888,false,2016-01-27 22:47:21
889,false,2015-10-14 14:37:50
890,true,2015-06-03 02:45:30
891,false,2015-09-13 19:13:02
892,false,2015-03-21 11:58:29
893,true,2016-01-05 16:08:39
894,false,2016-01-08 07:29:22
895,true,2016-02-03 13:23:47
896,false,2015-11-19 17:50:03
897,false,2015-10-21 12:57:15
898,false,2015-10-21 09:25:16
899,true,2015-12-18 13:16:52
900,true,2015-10-12 13:35:15
901,false,2015-10-08 15:49:58
902,true,2015-04-16 13:19:02
903,true,2015-07-02 19:14:02
904,false,2015-09-11 17:51:25
905,true,2016-03-18 00:23:28
906,false,2016-03-22 21:07:59
907,true,2015-11-01 13:07:16
908,false,2015-07-11 17:29:55
909,false,2015-08-25 11:10:04
910,true,2015-07-18 10:57:13
911,true,2016-03-09 02:40:32
912,false,2015-05-26 11:43:55
913,true,2015-08-01 02:38:11
914,false,2015-10-09 06:04:31
915,true,2015-06-04 22:39:26
916,false,2015-06-13 11:20:35
917,true,2015-07-28 18:15:10
918,false,2016-02-07 01:27:12
919,true,2016-03-27 19:42:05
920,false,2015-06-30 17:23:29
921,true,2016-03-27 09:32:33
922,true,2015-07-25 01:56:19
923,true,2015-08-23 15:43:30
924,true,2015-03-20 08:27:30
925,true,2015-08-31 15:18:43
926,false,2016-03-18 02:17:24
927,false,2015-09-20 11:59:14
928,false,2015-04-16 19:37:33
929,false,2016-03-25 16:15:20
930,false,2015-11-11 00:38:56
931,true,2016-02-09 07:58:18
932,true,2016-03-29 22:29:26
933,false,2015-03-06 04:29:13
934,true,2015-09-10 05:43:00
935,false,2015-04-30 18:03:18
936,false,2015-11-24 09:19:50
937,true,2016-03-09 08:32:16
938,true,2015-12-17 07:13:45
939,false,2015-12-08 20:47:50
940,false,2015-12-14 22:45:30
941,false,2016-03-11 03:52:59
942,false,2015-06-14 05:56:55
943,true,2015-10-04 18:16:08
944,false,2015-03-23 05:33:00
945,true,2016-03-16 12:52:40
946,false,2015-11-28 09:28:31
947,false,2016-01-04 23:06:53
948,true,2015-08-28 15:59:22
949,true,2015-06-26 10:50:40
950,false,2016-02-02 07:34:45
951,false,2015-12-28 01:02:58
952,false,2015-08-13 09:18:52
953,false,2016-02-10 07:46:36
954,false,2015-08-04 21:28:39
955,false,2015-03-02 15:47:41
956,false,2015-09-14 03:25:22
957,true,2015-08-19 10:26:31
958,true,2015-04-07 18:04:33
959,true,2015-09-20 23:01:52
960,false,2015-06-28 01:52:00
961,false,2015-07-22 21:18:03
962,false,2015-05-12 16:32:03
963,false,2015-05-19 20:03:33
964,true,2015-12-25 15:53:00
965,false,2015-07-15 03:02:33
966,false,2015-04-26 07:09:11
967,true,2015-06-13 10:12:41
968,false,2015-03-22 11:31:24
969,true,2016-03-04 06:13:53
970,false,2015-03-11 01:13:46
971,true,2016-03-18 22:50:24
972,true,2015-08-15 08:34:24
973,true,2015-10-19 20:24:52
974,true,2015-09-13 23:51:39
975,true,2015-03-28 00:54:33
976,false,2016-02-09 04:23:09
977,false,2015-04-26 03:42:52
978,false,2015-05-27 12:22:54
979,false,2015-11-16 19:38:13
980,true,2016-01-31 03:37:27
981,false,2016-03-29 23:23:52
982,true,2015-09-02 05:38:18
983,true,2015-07-09 08:33:50
984,false,2016-01-14 03:40:00
985,false,2015-03-09 17:35:13
986,false,2016-03-25 13:33:14
987,false,2016-01-17 02:40:11
988,true,2016-01-14 12:29:25
989,false,2015-08-21 10:22:19
990,false,2015-10-16 06:07:50
991,true,2015-04-29 20:00:27
992,true,2016-03-18 17:14:14
993,true,2015-06-13 16:04:08
994,true,2015-08-04 11:56:35
995,false,2015-11-28 06:03:53
996,false,2016-01-11 07:33:07
997,true,2016-01-21 07:30:42
998,false,2015-10-16 03:34:10
999,false,2015-12-01 15:05:41
1000,false,2015-12-10 11:09:22

1001,false,2016-03-26 09:17:07
1002,true,2015-09-06 04:11:43
1003,true,2015-03-26 17:31:54
1004,true,2016-01-24 16:07:31
1005,false,2015-06-15 05:24:59
1006,true,2015-09-21 16:31:20
1007,true,2015-08-17 04:25:47
1008,true,2016-02-19 20:46:54
1009,false,2015-05-03 18:34:34
1010,false,2016-01-01 07:12:09
1011,true,2016-03-13 22:13:52
1012,false,2016-02-06 19:19:18
1013,false,2015-04-16 17:44:00
1014,false,2015-09-27 10:57:47
1015,true,2015-07-29 09:49:27
1016,false,2015-04-13 00:14:23
1017,false,2015-07-16 23:10:01
1018,false,2015-08-13 10:34:51
1019,true,2015-12-27 21:28:39
1020,true,2015-08-26 10:24:08
1021,true,2015-05-24 12:56:21
1022,true,2015-08-18 07:17:11
1023,false,2015-09-20 06:46:19
1024,false,2015-09-06 13:47:22
1025,true,2015-09-23 23:38:45
1026,true,2015-09-02 08:00:02
1027,false,2015-12-03 07:05:37
1028,true,2015-11-27 21:18:04
1029,false,2015-09-08 07:41:42
1030,true,2015-03-27 13:09:15
1031,false,2016-03-30 22:43:30
1032,false,2015-08-29 00:58:37
1033,false,2015-09-12 12:21:01
1034,true,2015-10-21 11:27:10
1035,true,2016-01-18 06:16:15
1036,false,2015-04-09 17:39:05
1037,true,2015-03-22 13:07:01
1038,true,2015-08-21 06:03:25
1039,true,2015-08-31 20:52:08
1040,true,2015-06-20 11:22:29
1041,true,2015-08-06 16:14:34
1042,false,2015-06-04 22:46:18
1043,true,2015-12-14 10:23:34
1044,true,2016-03-16 10:40:24
1045,true,2015-10-05 23:05:41
1046,true,2015-07-07 22:47:59
1047,false,2015-11-28 00:15:03
1048,false,2015-07-18 05:29:19
1049,true,2015-10-16 23:08:54
1050,false,2015-09-02 13:03:52
1051,true,2015-05-02 00:28:14
1052,false,2015-11-10 22:02:07
1053,true,2015-05-25 19:53:10
1054,true,2015-05-29 04:07:02
1055,true,2016-01-31 16:21:35
1056,false,2015-04-08 10:19:37
1057,true,2015-03-25 05:10:41
1058,false,2015-08-03 07:34:35
1059,true,2015-07-23 14:33:38
1060,false,2015-06-16 20:33:55
1061,true,2015-05-02 02:00:56
1062,true,2016-02-22 15:59:41
1063,false,2015-06-30 20:41:13
1064,true,2015-11-20 17:54:53
1065,false,2015-04-18 20:04:47
1066,false,2016-03-01 12:37:23
1067,true,2015-03-04 13:01:16
1068,false,2015-11-11 03:49:35
1069,false,2015-03-02 20:19:35
1070,true,2015-06-02 02:17:08
1071,true,2015-03-21 15:06:15
1072,true,2016-01-26 21:12:53
1073,false,2016-02-09 04:07:08
1074,true,2015-06-04 19:49:07
1075,true,2016-03-16 18:10:13
1076,true,2015-04-03 03:59:18
1077,false,2015-12-15 01:22:10
1078,true,2015-04-29 22:02:19
1079,true,2015-07-10 12:55:12
1080,false,2015-09-07 13:50:28
1081,false,2015-12-31 16:44:49
1082,false,2015-06-03 15:51:43
1083,true,2015-05-05 11:59:31
1084,true,2015-07-24 01:54:06
1085,true,2015-08-09 06:08:40
1086,true,2015-08-09 07:33:48
1087,false,2015-04-07 23:46:01
1088,true,2016-02-17 05:41:36
1089,false,2015-04-14 00:53:07
1090,false,2015-06-30 02:32:31
1091,false,2016-02-20 04:18:29
1092,true,2015-03-27 10:34:19
1093,true,2016-03-19 04:06:30
1094,true,2015-08-30 05:29:56
1095,false,2016-01-23 19:48:24
1096,true,2016-03-26 08:17:49
1097,false,2015-12-22 15:31:06
1098,false,2016-02-14 07:21:50
1099,false,2016-03-04 13:26:53
1100,true,2015-06-23 12:38:06
1101,true,2015-06-27 01:27:06
1102,false,2015-08-17 19:13:03
1103,false,2015-05-15 12:36:36
1104,false,2015-05-10 10:11:26
1105,false,2016-02-15 13:34:25
1106,true,2015-08-05 14:11:11
1107,true,2015-09-04 03:13:29
1108,false,2016-03-09 18:27:50
1109,false,2015-03-09 02:50:18
1110,true,2016-03-14 23:56:19
1111,false,2016-03-27 12:32:37
1112,false,2015-11-22 12:28:43
1113,true,2015-04-23 19:20:26
1114,true,2015-04-15 04:40:29
1115,true,2015-12-27 15:21:48
1116,false,2015-06-09 09:15:59
1117,false,2016-02-24 00:16:28
1118,true,2016-02-04 03:42:45
1119,true,2015-08-17 03:04:33
1120,true,2016-03-15 02:17:06
1121,true,2015-03-11 01:00:32
1122,false,2015-04-07 13:09:50
1123,true,2015-08-11 22:22:57
1124,false,2016-02-14 11:43:47
1125,false,2015-04-16 01:18:19
1126,false,2015-07-08 10:47:05
1127,false,2015-03-15 06:59:03
1128,true,2015-09-24 07:15:17
1129,false,2015-07-13 16:58:58
1130,false,2015-11-27 18:25:37
1131,true,2016-03-09 08:26:31
1132,true,2016-03-19 16:45:46
1133,false,2015-12-27 18:13:54
1134,false,2016-03-09 18:31:41
1135,false,2015-06-01 14:30:09
1136,true,2015-10-19 13:57:57
1137,true,2015-06-27 04:17:04
1138,true,2016-03-16 03:16:19
1139,false,2015-03-18 03:23:45
1140,false,2015-06-11 17:15:37
1141,false,2015-03-03 02:12:58
1142,true,2015-05-11 13:54:45
1143,false,2016-01-09 11:53:23
1144,true,2015-11-12 15:53:51
1145,true,2015-06-05 21:38:10
1146,true,2015-10-02 11:34:17
1147,false,2015-03-13 05:04:52
1148,true,2015-11-27 07:46:33
1149,true,2015-03-18 09:44:05
1150,true,2016-01-22 13:31:43
1151,true,2016-02-02 06:24:43
1152,false,2015-04-15 09:58:15
1153,true,2015-09-02 00:18:37
1154,false,2015-03-31 06:07:26
1155,true,2015-05-04 12:07:52
1156,false,2015-11-15 20:20:39
1157,false,2015-08-31 12:18:34
1158,false,2015-10-18 21:34:43
1159,true,2015-12-25 20:34:34
1160,false,2015-03-05 04:25:01
1161,false,2015-11-27 15:55:14
1162,false,2015-04-14 11:06:53
1163,true,2015-04-28 01:09:17
1164,false,2015-05-09 23:45:02
1165,false,2015-04-18 15:30:49
1166,false,2015-10-19 12:27:41
1167,false,2015-03-14 17:03:25
1168,false,2015-03-04 02:19:28
1169,false,2015-04-27 04:31:56
1170,false,2015-03-03 19:37:26
1171,true,2015-09-27 12:33:24
1172,false,2015-11-04 04:53:26
1173,true,2015-11-26 04:59:57
1174,true,2016-01-17 00:03:38
1175,false,2016-01-18 06:42:56
1176,false,2016-03-18 23:41:44
1177,false,2016-01-26 17:36:54
1178,true,2015-03-03 15:58:08
1179,false,2015-10-03 18:02:21
1180,true,2015-07-01 16:16:52
1181,false,2015-03-11 07:08:41
1182,true,2015-09-18 09:56:37
1183,false,2016-01-07 19:56:36
1184,false,2015-04-22 20:17:33
1185,true,2015-10-03 18:38:49
1186,true,2015-11-02 07:52:20
1187,true,2016-01-01 08:32:38
1188,true,2015-09-06 06:45:15
1189,true,2016-03-25 18:44:58
1190,true,2015-08-22 10:47:00
1191,false,2015-07-29 18:01:14
1192,true,2015-08-05 07:12:52
1193,true,2015-12-19 09:59:32
1194,false,2015-12-08 19:35:49
1195,false,2015-12-15 15:30:28
1196,false,2015-04-03 11:49:05
1197,true,2016-03-17 13:01:53
1198,false,2015-03-10 14:17:04
1199,false,2016-01-19 13:35:47
1200,false,2016-03-17 19:04:30
1201,false,2016-03-13 09:43:03
1202,true,2015-03-12 14:27:36
1203,false,2015-03-09 10:49:40
1204,false,2015-04-15 20:56:06
1205,false,2015-09-09 18:54:27
1206,false,2015-09-12 19:21:23
1207,true,2015-06-30 10:29:56
1208,true,2015-12-10 20:58:41
1209,true,2015-03-03 23:17:47
1210,false,2015-04-11 00:44:05
1211,false,2015-03-29 23:19:49
1212,true,2015-07-02 08:53:53
1213,true,2015-03-19 08:29:58
1214,true,2015-07-01 08:00:17
1215,true,2015-08-03 06:40:23
1216,false,2015-04-03 18:24:34
1217,true,2015-06-02 11:02:21
1218,true,2015-08-01 00:26:03
1219,true,2015-06-28 12:32:29
1220,false,2015-10-01 16:06:27
1221,false,2015-11-19 01:41:06
1222,true,2015-04-27 05:34:34
1223,false,2015-12-09 13:03:24
1224,false,2015-03-09 18:25:56
1225,true,2015-11-14 04:33:47
1226,false,2015-06-21 19:54:30
1227,false,2016-01-03 21:52:17
1228,true,2015-09-08 03:38:26
1229,false,2016-01-08 02:37:30
1230,true,2015-06-30 13:54:42
1231,false,2016-01-11 08:45:39
1232,false,2015-08-16 05:51:52
1233,false,2016-02-15 06:51:01
1234,false,2015-11-18 03:46:39
1235,false,2015-03-20 05:41:39
1236,true,2015-03-09 19:21:50
1237,true,2015-09-27 12:01:49
1238,false,2015-05-02 21:43:26
1239,true,2015-03-16 05:23:36
1240,false,2015-11-03 12:16:23
1241,false,2015-03-03 20:19:38
1242,true,2015-05-02 23:39:14
1243,false,2015-08-16 22:22:16
1244,false,2015-09-28 15:11:28
1245,false,2015-03-18 00:17:22
1246,false,2015-07-16 02:45:12
1247,false,2015-12-20 08:10:11
1248,true,2015-07-30 09:27:48
1249,true,2015-07-27 02:26:09
1250,false,2015-12-17 13:39:42
1251,true,2015-08-08 15:32:01
1252,true,2016-01-07 11:53:56
1253,false,2015-05-15 12:08:05
1254,false,2015-12-28 06:44:08
1255,false,2015-10-26 22:20:18
1256,true,2015-12-31 11:18:31
1257,true,2015-09-18 18:20:59
1258,false,2015-03-13 00:39:13
1259,true,2015-06-01 08:11:07
1260,false,2016-01-01 09:10:11
1261,true,2015-07-10 18:01:30
1262,true,2016-02-20 00:03:42
1263,false,2016-01-23 16:35:46
1264,true,2015-11-13 21:49:42
1265,true,2015-09-21 06:42:32
1266,true,2015-04-28 14:38:01
1267,false,2015-12-22 06:43:54
1268,true,2015-05-12 06:53:28
1269,false,2015-10-24 09:23:19
1270,true,2015-06-30 20:32:15
1271,false,2015-10-25 12:29:19
1272,true,2015-04-27 17:43:53
1273,true,2015-06-20 18:20:50
1274,false,2015-04-15 05:31:27
1275,false,2015-06-04 22:54:15
1276,true,2015-11-24 00:10:16
1277,false,2015-03-26 17:21:06
1278,true,2015-09-14 12:03:59
1279,true,2016-03-05 09:21:06
1280,true,2015-11-25 22:06:14
1281,false,2016-01-22 21:25:49
1282,true,2016-01-02 22:30:38
1283,true,2015-07-02 04:50:26
1284,false,2015-12-04 08:16:07
1285,true,2015-05-11 08:15:25
1286,true,2015-06-01 06:56:41
1287,false,2016-02-03 05:00:13
1288,false,2015-08-16 00:50:23
1289,true,2015-07-11 14:45:28
1290,true,2015-07-12 17:33:27
1291,false,2015-09-08 04:51:56
1292,true,2015-05-07 20:34:36
1293,true,2015-10-18 14:55:16
1294,false,2015-04-14 10:33:26
1295,false,2015-08-10 02:11:19
1296,false,2016-03-28 20:31:08
1297,true,2016-03-05 18:03:58
1298,false,2015-05-12 14:01:58
1299,false,2015-03-10 07:19:10
1300,false,2016-03-13 17:29:44
1301,true,2016-02-26 22:35:06
1302,false,2015-04-15 17:54:41
1303,true,2015-12-28 14:15:09
1304,true,2015-08-22 11:11:17
1305,false,2015-07-23 08:44:36
1306,true,2015-07-03 18:30:23
1307,false,2015-12-28 19:19:03
1308,false,2015-04-10 10:20:59
1309,true,2016-03-25 09:35:03
1310,false,2015-06-21 20:48:23
1311,true,2015-09-09 11:33:54
1312,true,2016-01-06 22:34:52
1313,true,2016-03-01 18:46:02
1314,false,2015-09-09 17:10:16
1315,false,2015-10-23 12:56:12
1316,true,2015-03-02 20:07:36
1317,true,2015-12-02 05:03:42
1318,true,2016-01-27 22:00:06
1319,false,2015-08-30 21:53:30
1320,true,2015-12-17 14:28:40
1321,true,2015-12-25 08:35:40
1322,true,2015-04-02 07:14:01
1323,true,2016-01-26 22:53:14
1324,false,2015-04-30 06:35:22
1325,true,2015-11-02 19:47:03
1326,false,2015-12-26 11:20:40
1327,true,2015-04-10 07:30:38
1328,true,2015-10-29 17:04:19
1329,false,2015-09-24 04:39:42
1330,true,2015-11-09 09:46:12
1331,true,2015-04-24 23:24:01
1332,true,2015-10-28 11:30:29
1333,true,2016-02-12 21:33:47
1334,true,2015-10-15 03:36:23
1335,false,2015-10-22 02:51:58
1336,true,2015-12-16 11:54:52
1337,false,2015-05-30 10:26:13
1338,false,2015-06-14 18:09:17
1339,false,2015-04-11 14:45:36
1340,false,2015-10-29 09:09:28
1341,false,2015-06-18 17:47:01
1342,true,2015-12-04 13:44:49
1343,true,2015-12-18 18:06:43
1344,false,2015-07-16 09:02:01
1345,false,2015-09-24 11:26:35
1346,true,2015-07-22 07:57:28
1347,true,2015-11-27 23:06:22
1348,true,2015-07-14 16:59:50
1349,false,2016-02-09 00:41:31
1350,false,2015-03-10 07:19:19
1351,false,2015-03-08 21:10:37
1352,true,2015-03-04 16:24:47
1353,false,2016-03-23 12:40:30
1354,true,2016-03-26 09:50:28
1355,false,2015-05-04 03:05:19
1356,true,2015-03-10 17:42:35
1357,false,2015-11-28 07:01:49
1358,false,2015-04-14 07:18:02
1359,true,2015-07-21 05:14:00
1360,false,2016-03-17 20:32:54
1361,false,2015-03-19 20:52:37
1362,true,2015-04-12 08:25:16
1363,true,2015-12-22 09:29:28
1364,true,2015-05-21 23:55:30
1365,true,2016-03-19 22:12:26
1366,false,2015-09-11 08:06:05
1367,false,2015-12-28 04:25:00
1368,true,2015-04-05 00:00:40
1369,false,2015-05-27 09:34:28
1370,true,2015-04-12 23:32:12
1371,true,2016-01-11 17:47:54
1372,true,2015-08-04 12:20:02
1373,true,2016-02-16 12:45:35
1374,true,2015-04-05 12:49:06
1375,false,2015-05-04 00:15:04
1376,true,2016-01-30 04:07:09
1377,true,2015-12-25 05:57:48
1378,true,2015-10-14 00:44:12
1379,true,2015-03-09 06:49:33
1380,false,2015-11-24 20:49:09
1381,false,2015-10-02 21:22:13
1382,true,2015-12-31 14:08:29
1383,true,2015-05-25 19:02:01
1384,true,2015-05-29 01:32:21
1385,true,2015-06-30 04:15:26
1386,true,2016-01-25 03:18:48
1387,false,2015-08-20 12:04:52
1388,true,2015-08-29 17:15:23
1389,false,2015-04-28 11:57:02
1390,true,2015-12-31 21:22:45
1391,false,2016-01-12 03:18:25
1392,false,2015-07-10 16:48:34
1393,false,2015-09-21 13:49:08
1394,false,2015-08-28 06:39:44
1395,false,2015-12-05 10:34:43
1396,false,2015-04-06 03:41:10
1397,true,2015-05-31 21:06:36
1398,true,2015-08-24 16:43:05
1399,false,2015-06-08 03:47:29
1400,false,2015-09-29 07:13:55
1401,false,2015-06-07 19:44:23
1402,false,2015-11-16 11:30:23
1403,true,2015-10-21 18:05:35
1404,false,2015-09-27 15:16:11
1405,true,2015-05-27 23:51:46
1406,true,2015-09-17 06:40:30
1407,true,2015-08-07 07:29:57
1408,true,2016-01-20 14:15:30
1409,true,2015-05-19 17:25:28
1410,false,2015-06-04 00:54:39
1411,false,2015-05-17 20:57:59
1412,true,2016-03-01 16:38:52
1413,true,2016-02-17 11:42:22
1414,false,2016-02-21 10:50:21
1415,false,2015-10-26 05:04:35
1416,true,2016-02-09 23:33:33
1417,true,2016-01-05 04:27:53
1418,false,2016-01-01 16:35:05
1419,false,2015-09-01 19:45:21
1420,false,2015-11-23 06:10:06
1421,false,2015-06-23 10:44:28
1422,true,2016-02-10 00:37:12
1423,true,2015-04-17 08:42:54
1424,true,2015-05-09 04:59:13
1425,false,2016-02-20 03:31:55
1426,true,2015-10-21 12:31:21
1427,true,2015-10-10 10:10:37
1428,true,2015-08-30 00:52:12
1429,false,2015-12-01 18:02:20
1430,true,2015-10-25 07:55:43
1431,true,2015-03-11 22:34:44
1432,false,2015-03-22 02:51:27
1433,false,2015-07-27 14:02:44
1434,true,2015-08-05 09:11:13
1435,true,2016-02-27 13:28:10
1436,true,2016-01-09 21:10:01
1437,true,2015-04-20 08:06:16
1438,true,2015-10-08 02:01:40
1439,false,2016-02-16 20:18:21
1440,false,2015-09-10 02:15:12
1441,true,2016-03-16 07:09:08
1442,false,2015-12-06 20:34:59
1443,true,2015-08-02 18:08:23
1444,true,2015-09-29 19:35:59
1445,false,2015-10-01 22:35:24
1446,false,2015-04-27 06:48:09
1447,true,2015-08-31 20:03:08
1448,true,2015-03-02 11:46:43
1449,false,2016-01-24 15:42:55
1450,false,2016-01-01 18:24:35
1451,false,2015-09-07 06:35:41
1452,false,2016-01-21 20:52:35
1453,false,2015-08-03 17:54:25
1454,true,2015-10-29 11:34:53
1455,true,2015-03-14 09:16:45
1456,true,2015-09-28 15:16:13
1457,true,2015-10-01 00:56:58
1458,false,2015-05-14 13:26:14
1459,false,2015-07-10 11:03:05
1460,false,2016-03-19 12:37:06
1461,true,2015-06-17 19:08:22
1462,true,2015-03-22 10:44:18
1463,true,2016-03-29 07:47:58
1464,true,2016-01-07 20:27:06
1465,true,2015-08-29 20:40:18
1466,false,2015-12-13 13:41:33
1467,false,2015-11-12 05:59:03
1468,false,2015-09-25 23:23:10
1469,false,2015-04-21 12:55:18
1470,false,2015-10-25 13:17:08
1471,true,2015-05-10 08:14:58
1472,false,2015-04-26 08:14:30
1473,true,2016-01-19 06:00:50
1474,false,2016-01-14 08:13:01
1475,false,2015-05-11 15:21:54
1476,false,2015-03-19 00:45:40
1477,true,2015-06-17 08:10:45
1478,false,2016-01-06 04:49:56
1479,true,2016-01-14 06:38:28
1480,false,2016-03-05 19:08:14
1481,false,2015-04-17 18:50:55
1482,true,2016-03-09 04:39:27
1483,false,2015-03-27 03:49:10
1484,true,2016-01-23 13:10:15
1485,false,2015-09-06 03:13:52
1486,false,2015-06-11 05:19:34
1487,true,2015-10-02 06:00:04
1488,false,2015-11-11 20:41:34
1489,false,2015-05-30 20:42:44
1490,false,2015-03-23 11:22:09
1491,false,2015-04-20 15:53:41
1492,true,2015-07-30 23:00:27
1493,true,2015-10-31 02:56:45
1494,false,2015-06-04 23:12:11
1495,false,2015-11-19 12:49:57
1496,false,2015-11-12 18:46:34
1497,true,2015-09-29 06:18:30
1498,false,2016-03-08 23:24:22
1499,true,2015-08-14 15:12:40
1500,false,2015-10-29 02:27:18
1501,false,2016-02-03 03:24:53
1502,false,2015-03-24 08:24:10
1503,false,2015-09-16 13:22:28
1504,false,2015-04-30 18:18:22
1505,true,2015-07-11 01:22:10
1506,false,2015-03-12 08:51:51
1507,false,2016-02-27 03:29:00
1508,true,2015-06-15 10:33:12
1509,true,2015-08-02 06:47:17
1510,false,2016-02-19 23:26:45
1511,true,2015-09-20 14:52:01
1512,true,2016-02-04 20:32:20
1513,false,2015-06-19 01:41:43
1514,false,2015-07-03 13:38:14
1515,false,2015-06-20 08:23:21
1516,true,2015-08-08 06:17:09
1517,true,2015-12-01 17:22:59
1518,true,2015-05-29 10:46:22
1519,false,2015-03-26 15:51:35
1520,false,2015-12-15 20:31:16
1521,false,2015-06-20 12:38:16
1522,true,2016-01-22 03:51:38
1523,false,2015-10-26 01:47:16
1524,false,2015-10-23 20:45:37
1525,false,2015-07-26 19:00:02
1526,false,2016-03-25 15:20:33
1527,false,2015-11-14 17:38:35
1528,true,2016-01-20 21:22:20
1529,true,2015-07-21 15:34:05
1530,true,2016-02-13 09:03:57
1531,false,2015-05-02 23:47:18
1532,true,2015-11-23 07:04:16
1533,false,2015-09-13 20:46:06
1534,true,2015-11-29 07:24:06
1535,true,2015-07-04 17:09:28
1536,false,2016-02-26 12:47:41
1537,true,2015-11-16 08:46:35
1538,false,2015-04-14 21:59:32
1539,true,2016-03-19 00:49:29
1540,true,2015-03-13 06:24:32
1541,false,2015-08-09 08:45:14
1542,false,2015-04-23 22:26:15
1543,false,2015-11-07 00:44:55
1544,true,2015-10-04 05:19:38
1545,false,2016-02-19 07:03:17
1546,false,2015-09-23 20:52:15
1547,false,2015-07-18 16:12:08
1548,false,2015-04-29 12:16:14
1549,true,2015-06-14 02:25:18
1550,true,2015-09-06 17:41:35
1551,false,2015-09-01 00:02:14
1552,true,2015-06-27 23:13:29
1553,true,2015-03-20 09:39:05
1554,true,2016-02-06 05:20:18
1555,false,2015-04-07 05:28:34
1556,false,2016-01-11 19:52:08
1557,true,2015-11-16 08:01:04
1558,true,2015-06-23 03:51:12
1559,false,2015-12-19 19:26:35
1560,true,2015-08-18 17:48:05
1561,true,2015-10-28 19:47:10
1562,false,2015-12-25 02:17:02
1563,true,2015-11-08 06:37:22
1564,false,2015-11-11 19:27:55
1565,true,2015-03-14 20:22:31
1566,false,2016-01-26 03:23:28
1567,false,2015-04-30 21:48:14
1568,false,2015-04-29 07:43:50
1569,false,2015-05-18 12:25:18
1570,true,2015-11-29 11:17:17
1571,false,2015-08-19 18:15:54
1572,true,2015-06-08 12:37:43
1573,false,2015-08-12 07:57:16
1574,true,2015-05-06 18:50:08
1575,true,2015-08-19 09:06:22
1576,true,2015-11-14 05:37:08
1577,false,2015-09-15 23:07:57
1578,true,2016-02-05 11:12:44
1579,true,2015-11-06 21:45:00
1580,true,2015-10-09 10:43:24
1581,false,2015-06-17 18:47:39
1582,true,2015-04-30 13:40:21
1583,false,2015-11-22 18:09:53
1584,false,2015-05-15 14:12:10
1585,true,2015-06-30 05:08:47
1586,true,2015-11-06 05:34:44
1587,false,2015-08-05 16:24:26
1588,false,2016-02-21 05:04:43
1589,false,2015-08-15 19:02:51
1590,false,2015-08-08 10:08:56
1591,true,2015-08-25 15:26:01
1592,false,2015-06-21 21:25:37
1593,true,2015-10-28 22:53:20
1594,true,2015-03-27 14:57:49
1595,true,2016-02-04 05:00:09
1596,true,2015-04-06 18:04:41
1597,false,2015-08-13 06:50:28
1598,false,2015-10-16 10:53:36
1599,true,2015-08-10 14:21:51
1600,false,2016-03-25 16:49:34
1601,true,2015-08-20 13:16:25
1602,false,2015-08-30 21:49:32
1603,false,2015-06-27 01:46:02
1604,true,2015-11-18 14:17:21
1605,false,2015-08-16 17:06:17
1606,true,2015-07-02 06:20:33
1607,true,2016-02-18 20:20:06
